1	0.038	 0	 0	 0.097
1	0.731	 -0.59	 0	 0.634
0	-0.70	 0	 0.973	 0
0	0	 0.273	 -0.16	 0.277
0	0	 0.926	 0	 0.816
1	0.708	 0	 0	 0
1	0.72	 0	 0	 0.888
1	0.837	 0	 0	 0
0	-0.97	 0	 0	 -0.84
0	-0.56	 0	 0.512	 -0.50
0	-0.98	 0	 0	 -0.92
0	-0.97	 0	 0.616	 -0.58
0	-0.87	 0	 0	 -0.74
0	-0.97	 0	 0.539	 -0.56
0	-0.97	 0	 0.532	 -0.55
0	-0.98	 0	 0.538	 -0.55
0	-0.98	 0	 0.534	 -0.55
1	0.641	 -0.73	 0	 0.798
1	0.982	 -0.67	 0	 0.682
1	0.919	 0.768	 0	 0
1	0.757	 -0.76	 0	 0
1	0.972	 0.895	 0	 0.727
1	0.731	 0.729	 0	 0.866
1	0.071	 0.111	 0	 0.078
1	0.84	 0.813	 0	 0.915
0	-0.93	 0	 0.807	 -0.95
0	-0.88	 0	 0.938	 -0.99
0	-0.58	 0	 0.814	 -0.54
0	0	 0	 0.025	 -0.09
1	0.789	 -0.99	 0	 0.54
0	-0.73	 0	 -0.98	 0
1	0.789	 -0.99	 0	 0.54
1	0.962	 -0.89	 0	 0.855
0	-0.85	 0	 0.936	 -0.80
0	-0.85	 0	 0.936	 -0.80
0	0.046	 -0.66	 0	 0.365
0	-0.83	 0	 0.924	 -0.79
0	0	 0	 0.731	 -0.86
0	0	 0	 0.836	 -0.90
0	-0.06	 0.123	 0.712	 -0.67
0	-0.06	 0.183	 0.651	 -0.64
0	-0.06	 0.183	 0.651	 -0.64
0	0	 0	 0.731	 -0.87
1	0.066	 0.12	 -0.10	 0.121
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	-0.89	 0	 -0.80	 0
0	0	 0.917	 0	 0.776
0	-0.70	 0	 0.919	 -0.73
0	-0.78	 0	 0	 -0.83
0	-0.13	 0.071	 0.694	 -0.67
1	0.756	 0	 0	 0.837
1	0.753	 0	 0	 0.832
1	0	 0.09	 0	 0.066
1	0.023	 0.085	 -0.04	 0.088
0	-0.93	 0	 0.906	 -0.53
0	-0.99	 0	 0.869	 -0.60
0	-0.10	 0	 -0.05	 -0.09
0	-0.06	 0	 0	 -0.03
1	0.923	 0.761	 0	 0
1	0	 0.175	 0.084	 0.133
0	-0.52	 0	 0.775	 -0.98
0	-0.92	 0	 0	 -0.85
0	-0.73	 0	 0.865	 -0.87
0	-0.56	 0	 0.828	 -0.68
0	0.044	 -0.66	 0	 0.361
0	-0.71	 0	 -0.74	 0
0	-0.56	 0	 0.806	 -0.76
0	-0.53	 0	 0.671	 -0.55
0	-0.54	 0	 0.665	 -0.56
0	-0.71	 0	 -0.74	 0
0	-0.75	 0	 0.512	 -0.75
0	-0.75	 0	 0.512	 -0.75
0	0	 0	 0.914	 -0.87
0	0	 0	 0.906	 -0.88
0	-0.56	 0	 -0.49	 -0.09
0	-0.95	 0	 0.549	 -0.99
0	0.046	 -0.66	 0	 0.365
0	-0.73	 0	 -0.87	 0
0	0.046	 -0.66	 0	 0.365
0	-0.75	 0	 0	 -0.97
0	-0.13	 0	 0	 -0.04
0	-0.88	 0	 0.727	 -0.82
1	0.983	 -0.63	 0	 0.697
0	-0.51	 0	 0.63	 -0.84
0	0	 0	 0	 0.785
0	0	 0	 0.74	 -0.85
0	-0.69	 0	 0.516	 -0.96
0	-0.83	 0	 0.858	 -0.79
0	-0.83	 0	 0.858	 -0.79
0	-0.97	 0	 0.675	 -0.93
1	0.949	 -0.55	 0	 0.595
1	0.785	 -0.99	 0	 0.981
1	0.449	 0.305	 -0.19	 0.222
1	0.985	 0	 0	 0.739
1	0	 0	 0	 0.785
1	0.037	 0	 0.026	 0.129
1	0	 0	 0.734	 -0.86
1	0.77	 0	 0	 0.996
0	-0.66	 0	 0.721	 -0.53
0	-0.97	 0	 0.84	 -0.52
0	0	 0	 0	 0.785
1	0.901	 0	 0	 0.916
0	-0.83	 0	 0.858	 -0.79
1	0.911	 -0.74	 0	 0.7
1	0.579	 -0.54	 0	 0.784
1	0.869	 -0.59	 0	 0.66
1	0.757	 0.896	 0	 0.538
1	0	 0.799	 0	 0
0	-0.57	 0	 0.767	 -0.61
1	0.839	 0	 0	 0.844
0	-0.90	 0	 0	 -0.95
1	0.566	 -0.91	 0	 0.599
0	-0.57	 0	 0.767	 -0.61
1	0.633	 -0.96	 0	 0.612
1	0	 0.947	 0	 0.881
1	0.546	 -0.92	 0	 0.598
0	-0.74	 0	 0.585	 -0.58
0	0	 0	 0.863	 -0.98
0	-0.96	 0	 0	 -0.76
0	0.047	 0.213	 -0.12	 0.229
1	0.868	 -0.95	 0	 0.548
0	-0.63	 0	 0.694	 -0.66
0	0	 0.837	 0	 0.703
1	0.725	 -0.76	 0	 0.51
1	0	 0.78	 0	 0.749
1	0.973	 -0.77	 0	 0.983
1	0	 0.857	 0	 0.778
1	0	 0	 -0.82	 -0.96
1	0	 0	 -0.82	 -0.95
1	0	 0	 0.731	 -0.82
0	-0.96	 0	 0.261	 -0.95
0	-0.99	 0	 -0.92	 0
0	-0.86	 0	 0.619	 -0.80
0	0	 0.184	 -0.05	 0.179
0	-0.08	 0.168	 -0.06	 0.189
1	0.784	 0.731	 0	 0
0	-0.25	 -0.03	 -0.15	 -0.28
0	-0.94	 0	 0.923	 -0.98
0	-0.73	 0	 0.977	 0
0	0	 0	 0.821	 -0.95
0	0	 0	 0.821	 -0.95
0	0	 0	 0.821	 -0.95
0	0	 0	 -0.96	 -0.99
0	0	 0	 -0.72	 -0.93
1	0.906	 0	 0	 0.726
1	0	 -0.03	 0	 0.093
1	0	 0.707	 0	 0.818
1	0.946	 0	 0	 0.978
1	0.053	 0.136	 0	 0.057
1	0.887	 0.877	 0	 0
1	0.57	 0.754	 -0.32	 0.464
1	0	 0.905	 0	 0.855
1	0	 0.708	 0	 0.819
1	0.563	 -0.72	 0	 0.644
1	0.848	 0	 0	 0.892
1	0.739	 0.825	 0	 0.782
0	-0.66	 0	 0.859	 -0.82
0	0	 0.065	 0.021	 0.052
0	-0.57	 0	 0.814	 -0.93
0	-0.70	 0	 0.919	 -0.73
0	-0.14	 0	 -0.21	 -0.07
1	0.66	 -0.85	 0	 0.744
0	-0.85	 0	 0.936	 -0.80
1	0.562	 -0.77	 0	 0.962
1	0.784	 0.825	 0	 0
1	0.982	 -0.70	 0	 0.527
1	0.049	 0.113	 0.107	 0.162
1	0.972	 0	 0	 0.894
1	0.887	 0	 0	 0
1	0	 0	 -0.71	 -0.81
0	-0.75	 0	 0	 -0.90
1	0.805	 0	 0	 0.986
1	0.903	 0	 0	 0.942
1	0.033	 0	 0	 0.09
1	0.577	 -0.77	 0	 0.517
1	0	 -0.96	 0	 0.986
1	0.825	 0	 0	 0.703
1	0	 0.85	 0	 0.847
1	0.827	 0.732	 0	 0.769
1	0.821	 0	 0	 0.695
1	0.9	 -0.74	 0	 0.721
1	0.859	 -0.81	 0	 0.615
1	0.991	 -0.73	 0	 0.668
0	-0.81	 0	 0.987	 -0.64
1	0.152	 0.114	 -0.10	 0.21
1	0	 0.07	 0.019	 0.167
0	-0.90	 0	 -0.76	 0
0	0	 0	 -0.99	 -0.81
0	-0.93	 0	 0.945	 -0.93
0	0	 0	 -0.96	 -0.71
0	-0.81	 0	 0.987	 -0.64
0	-0.55	 0	 0.843	 -0.58
0	-0.50	 0	 0.681	 -0.89
1	0.853	 0.828	 0	 0.98
1	0.785	 0	 0	 0.897
1	0.232	 0.178	 -0.17	 0.223
1	0.62	 -0.91	 0	 0.766
1	0	 0.119	 0	 0.095
1	0	 0	 -0.93	 -0.92
1	0	 0.995	 0	 0.742
1	0	 0	 -0.75	 -0.86
0	-0.29	 -0.00	 0	 -0.16
1	0.228	 0.185	 -0.07	 0.308
1	0.506	 0.659	 -0.24	 0.242
1	0.532	 0.657	 -0.25	 0.268
1	0	 0	 0	 0.813
1	0	 0	 0	 0.97
1	0.122	 0	 0	 0.107
1	0.824	 0	 0	 0
1	0	 0.827	 0	 0.751
1	0.509	 -0.62	 0	 0.786
1	0.753	 0	 0	 0.884
1	0.509	 -0.62	 0	 0.786
1	0	 0.117	 0	 0.055
1	0.505	 -0.73	 0	 0.743
1	0	 0.259	 0	 0.055
1	0.041	 0.119	 0.017	 0
1	0.026	 0.082	 0	 0
0	-0.99	 0	 0	 -0.76
0	0	 0	 -0.76	 -0.86
0	-0.81	 0	 0.977	 0
0	-0.82	 0	 0.974	 0
0	-0.07	 0.228	 0.019	 0.089
0	0.026	 0.082	 0	 0
0	-0.03	 0.112	 -0.08	 0.164
1	0.671	 -0.57	 0	 0.879
0	-0.74	 0	 0.72	 -0.57
1	0.938	 0	 0	 0.766
1	0.942	 -0.79	 0	 0.901
1	0.868	 0.99	 0	 0
1	0.02	 0.131	 -0.08	 0.279
1	0.774	 0.728	 0	 0.932
0	-0.98	 0	 0.058	 -0.92
0	-0.82	 0	 0	 -0.73
1	0.553	 -0.8	 0	 0.908
1	0.037	 0	 0.026	 0.129
1	0.043	 0.067	 0.012	 0
1	0.043	 0.067	 0.012	 0
0	-0.02	 0.248	 0	 0.31
0	-0.03	 0	 -0.05	 0
0	0	 0.971	 0	 0.786
0	-0.02	 0.248	 0	 0.31
0	-0.65	 0	 0.754	 -0.93
1	0.692	 -0.99	 0	 0.614
0	-0.70	 0	 0.874	 -0.75
0	-0.95	 0	 0.771	 -0.67
0	-0.06	 0	 -0.09	 -0.18
0	-0.06	 0	 -0.09	 -0.18
0	0	 0	 0.844	 -0.89
0	-0.06	 0	 -0.09	 -0.18
0	-0.95	 0	 0.771	 -0.67
0	-0.95	 0	 0.771	 -0.67
0	-0.03	 0	 -0.05	 0
0	-0.04	 0.11	 -0.05	 0.172
0	-0.88	 0	 -0.83	 0
0	0	 0	 -0.81	 -0.79
0	-0.71	 0	 0.737	 0
0	-0.99	 0	 0.744	 -0.74
1	0.681	 -0.63	 0	 0.647
1	0.681	 -0.63	 0	 0.647
0	-0.98	 0	 0.601	 -0.69
0	0	 0	 -0.9	 -0.90
0	-0.70	 0	 0.518	 -0.51
1	0.843	 -0.95	 0	 0.648
0	-0.56	 0	 0.806	 -0.76
0	-0.76	 0	 -0.74	 -0.71
0	0	 0.141	 0.01	 0.115
0	-0.96	 0	 0.603	 -0.91
0	0.036	 0.232	 -0.05	 0.192
1	0.981	 0.855	 0	 0.884
1	0	 0.083	 0	 0.148
1	0.936	 0.817	 0	 0
1	0.177	 0.308	 -0.06	 0.329
1	0.701	 -0.59	 0	 0.908
1	0.914	 0	 0	 0.716
1	0.934	 -0.62	 0	 0.79
0	-0.98	 0	 0.678	 -0.95
1	0.934	 -0.62	 0	 0.79
0	-0.74	 0	 0.872	 -0.61
0	-0.93	 0	 0.807	 -0.95
0	-0.74	 0.292	 -0.42	 -0.06
0	-0.66	 0	 0.782	 -0.52
0	-0.7	 0	 0.617	 -0.52
0	-0.74	 0	 0.876	 -0.59
1	0.815	 -0.75	 0	 0.744
1	0.071	 0	 -0.08	 -0.09
1	0	 0	 -0.9	 -0.90
1	0	 0	 -0.9	 -0.90
1	0	 0	 -0.9	 -0.90
1	0	 0	 -0.9	 -0.90
1	0	 0	 -0.9	 -0.90
0	-0.70	 0	 0.518	 -0.51
0	-0.99	 0	 0.744	 -0.74
1	0.905	 -0.65	 0	 0.851
1	0.905	 -0.65	 0	 0.851
0	-0.99	 0	 0.987	 -0.96
0	-1	 0	 0.981	 -0.97
0	-0.99	 0	 0.983	 -0.97
0	-1	 0	 0.984	 -0.96
0	-0.70	 0	 0.518	 -0.51
0	-0.78	 0	 0.969	 -0.78
0	0	 0	 -0.9	 -0.90
0	-0.10	 0.242	 -0.07	 0.165
0	0	 0.904	 0	 0.811
1	0.935	 -0.95	 0	 0.949
0	-0.72	 0	 0.776	 -0.55
0	0	 -0.87	 0	 0.827
0	0	 0.904	 0	 0.811
1	0.98	 0.857	 0	 0.966
1	0	 0.904	 0	 0.811
1	0.79	 0	 0	 0.947
1	0.623	 -0.90	 0	 0.533
0	-0.98	 0	 0.969	 -0.95
0	-0.97	 0	 0	 -0.79
0	-0.10	 0	 -0.05	 -0.11
0	-0.57	 0	 0.873	 -0.78
0	-0.85	 0	 0.795	 -0.86
0	-0.67	 0	 0.994	 -0.50
0	0.046	 -0.66	 0	 0.365
0	-0.56	 0	 0.687	 -0.96
0	-0.71	 0	 0.605	 -0.62
0	0	 0.974	 0	 0.816
1	0.695	 -0.85	 0	 0.501
1	0	 0.799	 0	 0.997
1	0	 0.799	 0	 0.997
1	0.023	 0	 0	 0.119
1	0.649	 -0.61	 0	 0.723
1	0.814	 -0.50	 0	 0.622
0	-0.54	 0	 0.815	 -0.83
0	-0.91	 0	 0.521	 -0.81
0	-0.04	 0.18	 -0.09	 0.247
0	0	 0.078	 0	 0.099
1	0.383	 0.246	 -0.10	 0.256
1	0.719	 0.757	 0	 0
1	0.881	 0.737	 0	 0.851
1	0.967	 -0.69	 0	 0.52
1	0.679	 -0.75	 0	 0.658
0	-0.5	 0	 0.939	 -0.83
1	0.799	 -0.88	 0	 0.883
0	-0.85	 0	 0.676	 -0.82
0	0	 0.096	 0.009	 0.077
0	0	 0.122	 0	 0.123
0	-0.88	 0	 -0.83	 0
0	-0.68	 0	 0.994	 -0.54
0	-0.68	 0	 0.994	 -0.54
0	-0.92	 0	 0.801	 0
0	0	 0	 0.94	 0
0	-0.93	 0	 0.797	 0
0	-0.81	 0	 0.96	 0
1	0.754	 0	 0	 0.861
1	0.784	 0.801	 0	 0
0	-0.68	 0	 0.545	 -0.68
0	-0.81	 0	 0.618	 -0.56
0	-0.73	 0	 0.904	 -0.53
0	-0.04	 -0.02	 0.041	 -0.03
0	-0.94	 0	 0.636	 -0.74
0	0	 0.903	 0	 0.815
0	-0.96	 0	 0.624	 -0.99
0	0	 0.803	 0	 0.958
1	0.754	 0	 0	 0.861
1	0.816	 0.876	 0	 0
0	-0.89	 0	 0.797	 -0.95
0	-0.06	 0	 -0.08	 -0.09
0	0	 0.998	 0	 0.911
1	0.861	 0.928	 0	 0
1	-0.09	 0.104	 0	 0.099
1	0.814	 0	 0	 0
1	0.814	 0	 0	 0
0	-0.92	 0	 0.771	 -0.71
0	-0.97	 0	 0.84	 -0.52
0	-0.11	 0	 0	 -0.10
1	0.506	 0.659	 -0.24	 0.242
0	-0.52	 0	 0.518	 -0.78
1	0.559	 0.656	 -0.26	 0.285
0	-0.69	 0	 0.516	 -0.96
0	-0.69	 0	 0.516	 -0.96
0	-0.04	 0.164	 0.685	 -0.65
1	0.783	 0.776	 0	 0
1	0	 0	 0.958	 -0.76
1	0.565	 -0.79	 0	 0.959
0	-0.72	 0	 0.778	 -0.98
1	0.919	 0	 0	 0.838
1	0.995	 -0.71	 0	 0.647
1	0.995	 -0.71	 0	 0.647
1	0.789	 -0.81	 0	 0.591
1	0	 0.769	 0	 0.801
1	0	 -0.85	 0	 0.894
1	0	 0.951	 0	 0
0	-0.07	 0	 -0.06	 0
1	0.857	 0.711	 0	 0
0	-0.74	 0	 0.638	 -0.75
0	0	 0	 -0.05	 -0.07
0	-0.66	 0	 0.877	 -0.64
1	0.547	 -0.69	 0	 0.52
0	-0.85	 0	 0.936	 -0.80
1	0.924	 0	 0	 0.715
1	0.695	 -0.85	 0	 0.501
1	-0.03	 0.106	 0	 0.125
0	-0.82	 0	 0.642	 -0.72
0	-0.82	 0	 0.958	 -0.55
0	0.053	 0.136	 0	 0.057
1	0.633	 -0.67	 0	 0.776
0	-0.82	 0	 0.958	 -0.55
0	0	 0.967	 0	 0.842
0	0	 0.967	 0	 0.842
0	-0.95	 0	 0.735	 -0.84
0	0	 0.967	 0	 0.842
1	0.681	 -0.93	 0	 0.78
0	-0.76	 0	 0.58	 -0.50
1	0.77	 0	 0	 0.96
1	0	 0.099	 -0.06	 0.231
1	0	 0.754	 0	 0.879
1	0.681	 -0.57	 0	 0.632
1	0.882	 0.901	 0	 0
1	0.032	 0.205	 -0.11	 0.294
0	-0.87	 0	 0.765	 -0.82
0	0	 0.195	 0.035	 0.201
0	0	 0	 0	 0.785
0	-0.72	 0	 0.752	 -0.81
1	0.949	 -0.55	 0	 0.595
0	-0.63	 0	 0.728	 -0.58
1	0.959	 -0.97	 0	 0.633
1	0	 -0.78	 0	 0.809
1	0.973	 -0.77	 0	 0.983
1	0	 0	 0.844	 -0.93
1	0.772	 -0.95	 0	 0.89
0	-0.73	 0	 -0.98	 0
0	-0.73	 0	 -0.98	 0
0	-0.95	 0	 0.729	 -0.98
0	-0.63	 0	 0.961	 -0.70
0	-0.09	 0	 -0.16	 -0.21
0	-0.09	 0	 -0.16	 -0.21
0	-0.60	 0	 0.544	 -0.53
0	-0.65	 0	 0.873	 -0.63
0	-0.09	 0	 -0.16	 -0.21
0	-0.60	 0	 0.544	 -0.53
0	-0.88	 0	 -0.79	 -0.85
1	0.763	 -0.61	 0	 0.777
0	-0.52	 0	 0.839	 -0.86
1	0.626	 -0.96	 0	 0.788
1	0.848	 0.996	 0	 0
1	0.848	 0.996	 0	 0
1	0.54	 -0.57	 0	 0.678
1	0.999	 0.712	 0	 0
1	0	 0.102	 0	 0
0	-0.97	 0	 0.549	 -0.97
0	-0.98	 0	 0.548	 -0.98
0	-0.80	 0	 0.507	 -0.76
0	-0.95	 0	 0.624	 -0.57
0	-0.03	 0.086	 0	 0.114
1	0.873	 -0.94	 0	 0.74
1	-0.03	 0.086	 0	 0.114
1	0	 0.853	 0	 0.815
1	0.721	 0.922	 0	 0
1	0.725	 0.929	 0	 0
1	0	 0.087	 -0.07	 0.1
1	0.721	 0.922	 0	 0
1	0.717	 0.922	 0	 0
0	-0.53	 0	 0.611	 -0.80
0	0	 0	 0.761	 -0.81
1	0.053	 -0.06	 0	 0
1	0.04	 0	 0	 0.067
1	0.757	 0	 0	 0
1	0	 0.951	 0	 0
1	0	 0.27	 0.014	 0.133
1	0.846	 -0.76	 0	 0.688
1	0	 -0.01	 0.014	 -0.10
1	0.046	 -0.66	 0	 0.365
1	0	 0.068	 0	 0
1	0.861	 0.789	 0	 0
1	0	 0.083	 0.039	 0.074
1	0.04	 0	 0	 0.067
1	0	 0.197	 0.056	 0.177
0	-0.96	 0	 0.865	 -0.75
0	-0.92	 -0.81	 0.972	 0
0	-0.75	 0.28	 -0.44	 -0.06
0	-0.96	 0	 0.172	 -0.99
0	-0.76	 0	 0	 -0.95
0	-0.77	 0	 0.776	 -0.8
0	-0.03	 0.214	 0.043	 0.209
0	0	 0.905	 0	 0.808
0	0	 0	 0.899	 -0.81
0	-0.63	 0	 0.822	 -0.95
0	-0.56	 0	 0.738	 -0.61
0	-0.99	 0	 0.804	 -0.52
0	0	 0.803	 0	 0.726
0	0.038	 0	 0	 0.097
1	0.038	 0	 0	 0.097
1	0.058	 -0.04	 0	 0
1	0.768	 0.703	 0	 0
1	0.934	 -0.62	 0	 0.79
0	-0.81	 0	 0.767	 -0.93
0	-0.70	 0	 0.639	 -0.56
0	-0.85	 0	 0.676	 -0.82
0	0	 0.847	 0	 0.917
0	-0.53	 0	 0.667	 -0.55
0	0	 0.796	 0	 0.831
0	0	 0.851	 0	 0.923
1	0.703	 -0.8	 0	 0.691
0	-0.99	 0	 0.878	 -0.95
1	0.889	 -0.90	 0	 0.559
1	0.944	 0.999	 0	 0
1	0.889	 -0.90	 0	 0.559
1	0	 0.117	 0	 0.055
0	-0.99	 0	 0.878	 -0.95
1	0.633	 -0.67	 0	 0.776
1	0.105	 -0.17	 0.057	 0.079
1	0	 -0.93	 0	 0.747
1	0	 0.858	 0	 0.993
1	0	 0.855	 0	 0.99
1	0.865	 -0.84	 0	 0.915
1	0	 0	 0.763	 -0.97
0	-0.90	 0	 0	 -0.95
0	-0.98	 0	 0.678	 -0.95
0	-0.90	 0	 0	 -0.95
1	0.716	 -0.79	 0	 0.543
0	-0.64	 0	 0.938	 -0.52
0	-0.63	 0	 0.677	 -0.94
0	-0.65	 0	 0.935	 -0.96
0	0.074	 0	 0	 0
0	0	 0	 -0.75	 -0.94
0	-0.94	 0	 0.636	 -0.74
1	0.633	 -0.67	 0	 0.776
0	-0.74	 0	 0.627	 -0.58
0	0	 0.171	 -0.05	 0.102
0	-0.69	 0	 0.516	 -0.96
0	-0.88	 0	 0.727	 -0.82
0	0.033	 0.234	 -0.08	 0.274
0	-0.09	 0	 0	 -0.06
0	0	 0.098	 0	 0.107
0	0	 0	 0.715	 -0.89
0	-0.09	 0	 0	 0
1	0.102	 0.078	 0	 0.087
1	0.067	 0.088	 -0.07	 0.246
1	0	 0.098	 0	 0.107
0	-0.62	 0	 0.654	 -0.96
1	0.763	 -0.67	 0	 0.945
1	0.735	 -0.71	 0	 0.566
1	0.84	 -0.86	 0	 0
0	-0.83	 0	 0.924	 -0.79
1	0.5	 -0.9	 0	 0.525
1	0.039	 0.145	 0	 0.142
1	0.036	 0.111	 -0.05	 0.054
1	0.036	 0.111	 -0.05	 0.054
1	0.036	 0.111	 -0.05	 0.054
1	0.036	 0.111	 -0.05	 0.054
1	0.858	 -0.89	 0	 0.719
1	0.858	 -0.89	 0	 0.719
0	-0.88	 0	 0.727	 -0.82
1	0.703	 0	 0	 0.773
1	0.575	 0.636	 -0.26	 0.318
1	0.575	 0.636	 -0.26	 0.318
1	0.688	 -0.90	 0	 0.877
1	0.688	 -0.90	 0	 0.877
1	0.688	 -0.90	 0	 0.877
1	0.688	 -0.90	 0	 0.877
1	0.688	 -0.90	 0	 0.877
1	0.688	 -0.90	 0	 0.877
1	0	 0	 0	 1
1	0	 0	 0	 0.705
1	0.584	 -0.82	 0	 0.563
1	0.814	 -0.50	 0	 0.622
1	0	 0.175	 -0.13	 0.204
1	0	 0	 0	 0.852
1	0	 0	 -0.83	 -0.70
0	-0.85	 0	 0	 -0.78
0	-0.74	 0	 0.982	 -0.81
1	0.609	 -0.68	 0	 0.951
1	0	 0	 -0.93	 -0.78
0	-0.95	 0	 0.624	 -0.57
1	0.962	 -0.70	 0	 0.522
1	0.962	 -0.70	 0	 0.522
1	0	 0.788	 0	 0.86
1	0.029	 0.076	 0	 0
1	0.865	 0.775	 0	 0
1	0.793	 0	 0	 0.845
1	0.936	 -0.81	 0	 0.83
1	0.494	 0.673	 -0.26	 0.25
1	0.732	 0.868	 0	 0.762
1	0.333	 0	 -0.26	 0.409
1	0.524	 0.681	 -0.27	 0.281
1	0.653	 0.635	 -0.24	 0.294
1	0.053	 -0.01	 -0.05	 0.121
1	0.607	 -0.53	 0	 0.932
1	0.059	 0	 0	 0.161
0	-0.76	 0	 0.681	 -0.57
1	0.672	 -0.55	 0	 0.992
1	0.958	 -0.72	 0	 0.72
0	-0.83	 0	 0.703	 -0.85
1	0.887	 -0.9	 0	 0.852
1	0.601	 -0.66	 0	 0.827
1	0.95	 -0.95	 0	 0.769
1	0.95	 -0.95	 0	 0.769
1	0.997	 -0.84	 0	 0.927
0	-0.99	 0	 0.658	 -0.73
1	0.738	 -0.96	 0	 0.727
1	0	 0.745	 0	 0.796
1	0.966	 -0.87	 0	 0.78
1	0.08	 0.153	 -0.12	 0.224
0	-0.73	 0	 0.899	 -0.76
0	-0.10	 0	 -0.05	 -0.24
1	0.631	 0.639	 -0.24	 0.292
1	0.866	 -0.91	 0	 0.893
0	-0.27	 0	 -0.29	 0
1	0.956	 -0.70	 0	 0.653
1	0	 0	 -0.98	 -0.97
0	-0.89	 0	 0.89	 -0.77
0	0	 0	 1.0	 -0.77
0	-0.54	 0	 0.691	 -0.96
0	-0.54	 0	 0.691	 -0.96
0	-0.27	 0	 -0.29	 0
0	-0.07	 0.227	 -0.13	 0.203
1	0.751	 0.875	 0	 0
1	0	 0.197	 0.056	 0.177
1	0	 0.08	 0	 0.117
1	0.044	 0.297	 -0.25	 0.281
1	0.706	 0	 0	 0.712
1	0.044	 -0.66	 0	 0.361
1	0.719	 0.757	 0	 0
1	0.856	 0	 0	 0.963
1	0.733	 0.991	 0	 0.843
1	0.53	 -0.55	 0	 0.912
1	0.854	 -0.79	 0	 0.977
0	-0.73	 0	 0.899	 -0.76
0	0	 -0.80	 0	 0.84
1	0.703	 0.913	 0	 0.701
1	0.706	 -0.87	 0	 0.968
1	0.828	 -0.67	 0	 0.811
1	0.626	 -0.78	 0	 0.611
1	0	 0.885	 0	 0.937
1	0.633	 -0.67	 0	 0.776
1	0.633	 -0.67	 0	 0.776
0	-0.90	 0	 0	 -0.91
1	0.586	 -0.94	 0	 0.748
0	-0.86	 0	 0	 -0.73
0	-0.88	 0	 0.727	 -0.82
0	-0.66	 0	 0.502	 -0.79
0	-0.86	 0	 0	 -0.72
0	-0.97	 0	 0.831	 -0.87
0	-0.87	 0	 0	 -0.73
0	-0.16	 0.131	 -0.28	 0
1	0.848	 0.996	 0	 0
1	0.848	 0.996	 0	 0
1	0.856	 0	 0	 0.963
1	0.998	 -0.54	 0	 0.856
1	0.087	 0.08	 0.013	 0
1	0.866	 0	 0	 0
1	0.848	 0.996	 0	 0
1	0.848	 0.996	 0	 0
1	0.848	 0.996	 0	 0
1	0.848	 0.996	 0	 0
1	-0.02	 0	 -0.10	 0
1	0.848	 0.996	 0	 0
1	0.986	 0	 0	 0.862
